단지명,전용면적,일일가격,위도,경도,지하철거리,환율,가장 가까운 버스정류장까지 거리(m),가장 가까운 버스정류장,1000m맛집,1000m문화공간,1000m문화재,1000m쇼핑,소비자물가지수,종합주가지수,주택담보대출금리,지하철역_을지로3가역,지하철역_동대문역사문화공원역,지하철역_동대입구역,지하철역_동묘앞역,지하철역_명동역,지하철역_버티고개역,지하철역_상왕십리역,지하철역_서대문역,지하철역_서울역,지하철역_시청역,지하철역_신금호역,지하철역_신당역,지하철역_신설동역,지하철역_약수역,지하철역_을지로4가역,지하철역_청구역,지하철역_충무로역,지하철역_충정로(경기대입구)역,지하철역_회현(남대문시장)역
신당파인힐하나유보라,24.3931,12.18055556,37.56478,127.02471,413.0128704,1351.4,17.8702148,신당파인힐하나유보라,18,7,4,22,108.93,2333.93,3.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LIG서울역리가,84.9866,25.79861111,37.55627298,126.966883,421.6932281,1275.5,168.6162443,서울의료보건고등학교.서울역서부,74,30,74,4,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
브라운스톤(355-0),84.878,60.06944444,37.56081879,126.9682259,361.7916452,1351.4,23.851016,한국경제신문사.서소문역사공원,120,35,90,8,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
청구e편한세상,59.88,36.25,37.55996016,127.015451,148.0705762,1302.7,70.23484134,청구역,63,20,29,31,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남산타운(임대),32.76,1.513020833,37.54716677,127.0056772,153.7732237,1218.3,38.78579685,버티고개,30,13,28,6,106.06,2698.72,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,114.88,24.625,37.54716677,127.0056772,153.7732237,1210.7,38.78579685,버티고개,30,13,28,6,106.85,2703.24,2.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,59.91,16.95833333,37.57081055,127.0214639,533.6157523,1305.9,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
롯데캐슬,84.89,32.29166667,37.57081055,127.0214639,533.6157523,1245.8,99.4277459,황학동롯데캐슬,21,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
신당파인힐하나유보라,24.3931,10.97916667,37.56478,127.02471,413.0128704,1311.0,17.8702148,신당파인힐하나유보라,18,7,4,22,108.74,2362.79,3.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,84.88,15.70833333,37.5551916,127.0163594,358.1312623,1269.4,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
한양I-Class,16.37,10.20833333,37.56710449,127.0232955,363.6031368,1227.7,29.19137096,황학동주민센터,23,7,4,23,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산타운(임대),32.76,2.974131944,37.54716677,127.0056772,153.7732237,1287.5,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
신성아파트,40.83,12.84722222,37.56354625,126.995815,280.8598005,1418.0,177.8616882,충무로역8번출구.대한극장앞,131,36,71,27,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
롯데캐슬,84.92,29.83333333,37.57081055,127.0214639,533.6157523,1420.6,99.4277459,황학동롯데캐슬,21,7,4,23,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
(73-1),18.35,8.506944444,37.56980153,127.0193293,462.5655164,1191.8,104.256132,청계8가.영도교,27,7,5,23,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
롯데캐슬,84.92,40.06944444,37.57081055,127.0214639,533.6157523,1356.5,99.4277459,황학동롯데캐슬,21,7,4,23,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
경서,29.7,8.333333333,37.55676242,126.9776906,200.5022624,1345.1,87.83506493,힐튼호텔,152,47,109,9,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
서울역센트럴자이,72.9965,42.91666667,37.55478004,126.9644582,546.5467807,1345.1,161.2238443,손기정체육공원입구,47,20,55,4,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산롯데캐슬아이리스,133.98,93.47222222,37.55822471,126.9817445,310.7749621,1303.1,85.65990389,남산3호터널,163,48,118,11,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
청계리버팰리스B,25.5,18.78472222,37.56988879,127.0206916,481.0798927,1421.7,185.3077778,청계8가.영도교,23,7,4,23,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
남산타운,59.94,23.875,37.54716677,127.0056772,153.7732237,1389.1,38.78579685,버티고개,30,13,28,6,108.93,2333.93,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DUO302,15.97,11.07638889,37.56657481,127.0232614,338.5274592,1290.6,33.55971285,황학동주민센터,23,7,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
충무로엘크루메크로시티2,22.75,11.97916667,37.5633946,126.9999942,403.9462367,1299.8,72.19381704,퇴계로5가,101,37,51,31,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
신당푸르지오,84.39,30.20833333,37.55986467,127.0190343,453.603167,1216.7,62.12000898,동화동,55,15,24,29,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남산롯데캐슬아이리스,44.99,37.01388889,37.55822471,126.9817445,310.7749621,1199.4,85.65990389,남산3호터널,163,48,118,11,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DUO302,15.97,9.305555556,37.56657481,127.0232614,338.5274592,1299.4,33.55971285,황학동주민센터,23,7,4,23,108.74,2474.95,3.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
약수하이츠,32.67,1.620520833,37.5551916,127.0163594,358.1312623,1300.6,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
롯데캐슬,84.92,20.76388889,37.57081055,127.0214639,533.6157523,1307.2,99.4277459,황학동롯데캐슬,21,7,4,23,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
청구e편한세상,118.47,50.41666667,37.55996016,127.015451,148.0705762,1224.2,70.23484134,청구역,63,20,29,31,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
롯데캐슬,59.91,30.41666667,37.57081055,127.0214639,533.6157523,1406.5,99.4277459,황학동롯데캐슬,21,7,4,23,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운,59.94,26.45833333,37.54716677,127.0056772,153.7732237,1232.0,38.78579685,버티고개,30,13,28,6,106.85,2703.24,2.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,32.67,1.707986111,37.5551916,127.0163594,358.1312623,1374.8,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
삼성사이버빌리지,114.77,44.02777778,37.55892666,126.9643209,86.42285254,1370.1,66.59799483,종근당.충정로역,73,29,74,4,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
롯데캐슬,59.91,27.53472222,37.57081055,127.0214639,533.6157523,1196.0,99.4277459,황학동롯데캐슬,21,7,4,23,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
약수하이츠,32.67,2.663958333,37.5551916,127.0163594,358.1312623,1310.0,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산타운,84.88,33.36805556,37.54716677,127.0056772,153.7732237,1340.0,38.78579685,버티고개,30,13,28,6,109.1,2417.56,3.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,2.454270833,37.54716677,127.0056772,153.7732237,1299.3,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,3.105902778,37.54716677,127.0056772,153.7732237,1394.2,38.78579685,버티고개,30,13,28,6,108.93,2333.93,3.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,59.94,17.5625,37.54716677,127.0056772,153.7732237,1196.0,38.78579685,버티고개,30,13,28,6,105.3,2724.02,2.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,84.97,27.91666667,37.57081055,127.0214639,533.6157523,1332.5,99.4277459,황학동롯데캐슬,21,7,4,23,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
래미안하이베르,59.95,30.03645833,37.56103798,127.0209858,524.9534945,1422.1,264.0077329,동화동,44,15,23,27,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
약수하이츠,84.88,27.54861111,37.5551916,127.0163594,358.1312623,1281.6,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
삼성,84.96,9.791666667,37.55853588,127.0184475,472.8633598,1225.7,25.03257628,신당동삼성아파트.금호여중,55,17,24,29,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서제빌딩,21.45,10.24305556,37.56438992,127.0013309,356.6631034,1292.9,133.7108091,베이튼호텔,91,35,49,30,108.74,2474.95,3.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,2.974131944,37.54716677,127.0056772,153.7732237,1287.5,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
현대,79.11,23.33333333,37.56050431,127.0229705,642.5304145,1432.1,145.0156737,금호베스트빌.래미안하이베르,27,9,13,16,109.21,2230.27,3.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
청계천두산위브더제니스,146.9679,64.82291667,37.5668676,127.0171229,117.1399006,1210.8,190.9665407,신당역.중앙시장앞,42,14,17,30,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
신신(2차),59.04,9.548611111,37.55100568,127.0052199,369.6220654,1188.2,211.0081331,송도병원앞,44,20,39,6,104.69,2865.55,2.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,84.9,15.54166667,37.57081055,127.0214639,533.6157523,1256.9,99.4277459,황학동롯데캐슬,21,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운,59.94,27.70833333,37.54716677,127.0056772,153.7732237,1309.6,38.78579685,버티고개,30,13,28,6,108.62,2479.57,3.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
약수하이츠,84.88,27.54861111,37.5551916,127.0163594,358.1312623,1274.6,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산타운,59.94,23.75,37.54716677,127.0056772,153.7732237,1427.0,38.78579685,버티고개,30,13,28,6,109.21,2230.27,3.52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,84.92,28.33333333,37.57081055,127.0214639,533.6157523,1212.6,99.4277459,황학동롯데캐슬,21,7,4,23,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
롯데캐슬,59.94,24.04861111,37.57081055,127.0214639,533.6157523,1286.4,99.4277459,황학동롯데캐슬,21,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LIG서울역리가,84.9866,35.625,37.55627298,126.966883,421.6932281,1272.7,168.6162443,서울의료보건고등학교.서울역서부,74,30,74,4,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
청구e편한세상,84.95,15.78472222,37.55996016,127.015451,148.0705762,1190.4,70.23484134,청구역,63,20,29,31,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
이지마루오장,14.49,11.84027778,37.56438847,127.0019569,301.6097247,1202.4,90.55520884,베이튼호텔,91,35,49,30,104.69,2865.55,2.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,59.94,25.69444444,37.57081055,127.0214639,533.6157523,1421.7,99.4277459,황학동롯데캐슬,21,7,4,23,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운,114.88,52.91666667,37.54716677,127.0056772,153.7732237,1317.8,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,114.88,29.40972222,37.54716677,127.0056772,153.7732237,1228.7,38.78579685,버티고개,30,13,28,6,106.06,2698.72,2.93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
삼정아트테라스정동,22.4734,22.53472222,37.56325109,126.9720315,300.913761,1228.7,230.6842081,서소문KAL빌딩,143,42,101,11,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
남산타운,59.94,25.46527778,37.54716677,127.0056772,153.7732237,1338.4,38.78579685,버티고개,30,13,28,6,109.1,2417.56,3.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
리마크빌동대문,24.96,15.07638889,37.56579485,127.0166238,58.0613569,1286.0,187.3336721,신당역.중앙시장앞,43,14,17,31,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
그랜드힐오피스텔,24.15,11.84027778,37.57022962,127.0185976,345.549723,1211.5,50.90037699,청계8가.영도교,30,7,5,23,106.06,2698.72,2.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,3.061979167,37.54716677,127.0056772,153.7732237,1314.9,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
리하우스(LEEHAUS),43.056,11.49305556,37.55991429,126.9666325,200.5556823,1265.8,114.0273568,한국경제신문사.서소문역사공원,102,32,89,7,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
덕수궁롯데캐슬,31.7571,22.51388889,37.56370849,126.970043,377.9433754,1202.4,109.1088259,경찰청.동북아역사재단,140,40,99,9,104.69,2865.55,2.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,33.62,3.984166667,37.57081055,127.0214639,533.6157523,1314.9,99.4277459,황학동롯데캐슬,21,7,4,23,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
삼성,114.91,43.36805556,37.55853588,127.0184475,472.8633598,1218.3,25.03257628,신당동삼성아파트.금호여중,55,17,24,29,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
더플레이스충정로,17.04,11.875,37.55898079,126.9660682,169.5458754,1269.4,152.2182876,종근당.충정로역,90,31,86,5,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
쌍용남산플래티넘,158.97,100.0,37.5594119,126.9832199,325.4312475,1286.4,53.1320518,남산3호터널.서울애니메이션센터,175,51,123,11,107.56,2628.34,3.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
리하우스(LEEHAUS),33.997,11.06944444,37.55991429,126.9666325,200.5556823,1194.6,114.0273568,한국경제신문사.서소문역사공원,102,32,89,7,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운(임대),32.76,2.974131944,37.54716677,127.0056772,153.7732237,1287.5,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
쌍용남산플래티넘,166.24,55.20833333,37.5594119,126.9832199,325.4312475,1224.0,53.1320518,남산3호터널.서울애니메이션센터,175,51,123,11,106.85,2703.24,2.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,114.88,26.28472222,37.54716677,127.0056772,153.7732237,1196.0,38.78579685,버티고개,30,13,28,6,105.3,2724.02,2.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
충무,67.77,15.83333333,37.56073152,127.0008553,458.9527599,1404.2,159.1894987,앰버서더호텔,107,37,58,32,109.21,2230.27,3.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신성아파트,50.58,8.541666667,37.56354625,126.995815,280.8598005,1408.4,177.8616882,충무로역8번출구.대한극장앞,131,36,71,27,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
롯데캐슬,84.89,30.20833333,37.57081055,127.0214639,533.6157523,1197.1,99.4277459,황학동롯데캐슬,21,7,4,23,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
남산타운,59.94,32.63888889,37.54716677,127.0056772,153.7732237,1347.5,38.78579685,버티고개,30,13,28,6,108.62,2479.57,3.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,84.88,36.5625,37.54716677,127.0056772,153.7732237,1307.4,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LIG서울역리가,84.9866,54.39583333,37.55627298,126.966883,421.6932281,1323.7,168.6162443,서울의료보건고등학교.서울역서부,74,30,74,4,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
남산타운,84.88,35.83333333,37.54716677,127.0056772,153.7732237,1303.1,38.78579685,버티고개,30,13,28,6,108.62,2479.57,3.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,59.94,8.125,37.54716677,127.0056772,153.7732237,1200.0,38.78579685,버티고개,30,13,28,6,104.69,2865.55,2.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운,59.94,27.53472222,37.54716677,127.0056772,153.7732237,1196.9,38.78579685,버티고개,30,13,28,6,105.3,2724.02,2.88,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
롯데캐슬,59.91,27.53472222,37.57081055,127.0214639,533.6157523,1225.4,99.4277459,황학동롯데캐슬,21,7,4,23,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
신당KCC스위첸,59.7807,17.01388889,37.56333277,127.0245094,442.7768232,1197.1,120.5408259,금호베스트빌.래미안하이베르,18,7,4,16,105.3,2724.02,2.88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,59.943,31.80555556,37.55478004,126.9644582,546.5467807,1202.7,161.2238443,손기정체육공원입구,47,20,55,4,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
묵정,52.46,13.61111111,37.56070747,127.0000607,522.9444305,1351.4,185.8641739,퇴계로5가,115,37,59,31,108.93,2333.93,3.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,84.972,37.01388889,37.55478004,126.9644582,546.5467807,1200.0,161.2238443,손기정체육공원입구,47,20,55,4,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
약수하이츠,57.63,12.63888889,37.5551916,127.0163594,358.1312623,1220.6,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
리하우스(LEEHAUS),30.357,11.06944444,37.55991429,126.9666325,200.5556823,1198.3,114.0273568,한국경제신문사.서소문역사공원,102,32,89,7,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산롯데캐슬아이리스,133.98,58.84375,37.55822471,126.9817445,310.7749621,1323.7,85.65990389,남산3호터널,163,48,118,11,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
남산타운,84.88,39.51736111,37.54716677,127.0056772,153.7732237,1421.7,38.78579685,버티고개,30,13,28,6,109.1,2417.56,3.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
서울역센트럴자이,59.943,33.54166667,37.55478004,126.9644582,546.5467807,1220.6,161.2238443,손기정체육공원입구,47,20,55,4,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운,84.88,29.54861111,37.54716677,127.0056772,153.7732237,1284.9,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산센트럴자이,114.84,67.53472222,37.5625144,126.9978244,352.7013286,1196.9,129.0802747,충무로역8번출구.대한극장앞,104,36,55,33,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
충무로엘크루메크로시티2,22.75,10.38194444,37.5633946,126.9999942,403.9462367,1286.0,72.19381704,퇴계로5가,101,37,51,31,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
삼성,59.98,25.76388889,37.55853588,127.0184475,472.8633598,1266.4,25.03257628,신당동삼성아파트.금호여중,55,17,24,29,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
순화동더샵,49.2,21.38888889,37.5602669,126.9720353,348.46062,1298.6,38.29151535,숭례문라마다&스위트호텔,143,43,101,9,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
리마크빌동대문,29.63,16.09375,37.56579485,127.0166238,58.0613569,1192.3,187.3336721,신당역.중앙시장앞,43,14,17,31,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
롯데캐슬,59.94,14.58333333,37.57081055,127.0214639,533.6157523,1309.8,99.4277459,황학동롯데캐슬,21,7,4,23,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
태원팰리스5차(432-1132),88.08,9.270833333,37.55311823,127.0073599,293.8122611,1219.1,173.791036,약수역7번출구.약수동주민센터,50,17,40,8,106.85,2703.24,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
약수하이츠,65.37,22.22222222,37.5551916,127.0163594,358.1312623,1306.4,392.9343566,신당동대우푸르지오.금호여중,47,17,24,13,108.62,2479.57,3.27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
서울역센트럴자이,59.943,28.75,37.55478004,126.9644582,546.5467807,1429.7,161.2238443,손기정체육공원입구,47,20,55,4,108.93,2333.93,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
남산타운,59.94,15.41666667,37.54716677,127.0056772,153.7732237,1224.0,38.78579685,버티고개,30,13,28,6,106.85,2703.24,2.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,2.974131944,37.54716677,127.0056772,153.7732237,1290.6,38.78579685,버티고개,30,13,28,6,108.74,2474.95,3.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
남산타운(임대),32.76,2.991458333,37.54716677,127.0056772,153.7732237,1314.9,38.78579685,버티고개,30,13,28,6,108.74,2362.79,3.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
삼성,59.98,16.80555556,37.55853588,127.0184475,472.8633598,1203.6,25.03257628,신당동삼성아파트.금호여중,55,17,24,29,106.06,2698.72,2.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
남산센트럴자이,80.473,15.06944444,37.5625144,126.9978244,352.7013286,1194.6,129.0802747,충무로역8번출구.대한극장앞,104,36,55,33,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DUO302,15.97,9.548611111,37.56657481,127.0232614,338.5274592,1266.4,33.55971285,황학동주민센터,23,7,4,23,107.56,2628.34,3.03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
더플레이스충정로,17.68,11.8125,37.55898079,126.9660682,169.5458754,1314.9,152.2182876,종근당.충정로역,90,31,86,5,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
신당푸르지오,59.85,20.41666667,37.55986467,127.0190343,453.603167,1307.4,62.12000898,동화동,55,15,24,29,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
청구e편한세상,84.96,25.34722222,37.55996016,127.015451,148.0705762,1196.0,70.23484134,청구역,63,20,29,31,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
남산롯데캐슬아이리스,113.46,58.47222222,37.55822471,126.9817445,310.7749621,1188.2,85.65990389,남산3호터널,163,48,118,11,104.69,2865.55,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
동대문와이즈캐슬,16.55,10.72569444,37.56575366,127.0154437,76.3137868,1418.0,102.6009616,충무아트센터.스포츠센터.중부소방서,52,17,26,31,109.1,2417.56,3.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
한진해모로,27.27,1.206597222,37.56372841,127.0257107,329.2851317,1197.8,155.7631519,신당초등학교,18,7,4,16,104.69,2865.55,2.82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
리마크빌동대문,25.99,17.26041667,37.56579485,127.0166238,58.0613569,1199.5,187.3336721,신당역.중앙시장앞,43,14,17,31,105.3,2724.02,2.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
현대,83.97,24.58333333,37.56050431,127.0229705,642.5304145,1312.8,145.0156737,금호베스트빌.래미안하이베르,27,9,13,16,108.74,2362.79,3.17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
